edge_id,from_atom_id,to_atom_id,relation_type,relation_subtype,weight,confidence,source_rule_ids,notes
edge:vm_vps:VPS-0137:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0137:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0143:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0143:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0143:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0143:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0143:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0143:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0143:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0143:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0143:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0143:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0149:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0149:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0149:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0149:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0149:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0149:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0149:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0149:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0149:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0149:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0155:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0155:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0155:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0155:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0155:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0155:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0155:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0155:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0155:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0155:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0161:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0161:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0161:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0161:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0161:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0161:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0161:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0161:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0161:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0161:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0167:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0167:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0167:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0167:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0167:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0167:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0167:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0167:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0167:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0167:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0173:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0173:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0173:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0173:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0173:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0173:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0173:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0173:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0173:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0173:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0179:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0179:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0179:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0179:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0179:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0179:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0179:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0179:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0179:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0179:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0185:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0185:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0185:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0185:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0185:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0185:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0185:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0185:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0185:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0185:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0191:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0191:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0191:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0191:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0191:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0191:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0191:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0191:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0191:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0191:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0197:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0197:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0197:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0197:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0197:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0197:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0197:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0197:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0197:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0197:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0203:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0203:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0203:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0203:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0203:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0203:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0203:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0203:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0203:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0203:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0208:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0208:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0208:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0208:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0208:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0208:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0208:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0208:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0208:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0208:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0215:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0215:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0215:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0215:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0215:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0215:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0215:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0215:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0215:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0215:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0221:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0221:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0221:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0221:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0221:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0221:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0221:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0221:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0221:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0221:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0227:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0227:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0227:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0227:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0227:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0227:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0227:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0227:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0227:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0227:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0233:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0233:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0233:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0233:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0233:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0233:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0233:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0233:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0233:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0233:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0239:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0239:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0239:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0239:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0239:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0239:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0239:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0239:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0239:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0239:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0245:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0245:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0245:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0245:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0245:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0245:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0245:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0245:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0245:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0245:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0251:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0251:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0251:P__platform_multi_aligned__vm_lsm:LSM-0004:S,vm_vps:VPS-0251:P,vm_lsm:LSM-0004:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0251:P__platform_multi_aligned__vm_lsm:LSM-0005:S,vm_vps:VPS-0251:P,vm_lsm:LSM-0005:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0251:P__platform_multi_aligned__vm_lsm:LSM-0007:S,vm_vps:VPS-0251:P,vm_lsm:LSM-0007:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0251:P__platform_multi_aligned__vm_lsm:LSM-0009:S,vm_vps:VPS-0251:P,vm_lsm:LSM-0009:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
edge:vm_vps:VPS-0257:P__platform_multi_aligned__vm_lsm:LSM-0002:S,vm_vps:VPS-0257:P,vm_lsm:LSM-0002:S,platform_multi_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_MULTI""]",platform_norm=cross_platform;cap_k=5
